CaseOrder,Interaction,UID,Population,Area,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
3601,e4d42e7a-b0b9-4fcc-b09e-d3e0b4420544,ab57d3c1c5c093b4f1a511426eb4c0f3,324,Suburban,0,31,-0.5214303346896737,No,7.705577,8,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Credit Card (automatic),-0.6984475219675982,149.9598,-0.816325317178307,3,3,3,4,3,3,3,3
3602,6913ce91-14fd-43f4-ace3-a02a71c29ef7,0ec389aeeee99f72c2f439cef3bd3dfc,16080,Suburban,2,85,3.048483177962936,Yes,4.92053,7,0,3,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,-1.024710651982216,172.4567,-0.9652832094692158,1,2,1,5,1,3,4,2
3603,09528c2c-02be-46fc-bda9-435a941b94ad,13a2005507946643c3968983a72d36b7,75,Urban,0,75,-1.2878195003447392,Yes,10.19444,10,0,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,-0.9060983765630163,265.1283,-0.8545647232842006,4,4,4,2,5,3,4,4
3604,2f72427c-6506-4203-8106-277077765e6b,a2fa8d01cefd66e2bd795f4fa584b8f1,18321,Suburban,2,88,-0.5797075342306459,No,13.7038,13,0,1,No,Two Year,No,No,DSL,No,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),-0.9438028915946716,149.9928,-0.9613307744634899,5,4,4,4,4,4,6,3
3605,0d0f9f9c-6829-4d9e-b6aa-3d23c76757ca,3b447cdcfa8c0f36e0c03f91914e3f8a,0,Suburban,4,48,-0.2807913505311698,No,14.24164,9,1,0,No,One year,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),-0.8787321749486737,119.9568,-0.7369350941262734,4,4,5,3,5,5,5,4
3606,84cb18d1-87aa-4bb4-aad4-1362de5f5a47,ff1fbb21940438a7bde9a7bedd72b68d,9952,Suburban,0,74,-0.34022073874580244,No,7.913408,11,0,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Credit Card (automatic),-1.2146889936428082,137.4392,-1.4284426089116633,3,3,3,5,4,4,2,4
3607,12f53723-5bb0-4662-895a-8e2e0aa64354,658f4b63a01d710880e8404f37d5c38c,26061,Rural,1,87,-1.2248051705166771,No,7.10498,13,2,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Mailed Check,-1.1558953978375193,117.4686,-1.180647520143444,4,4,3,2,6,2,4,3
3608,0d881aec-f637-4f06-bd05-2682f6bd75e7,a8cc916cf46559fc0f0776329fa25917,1165,Urban,1,58,-0.743331447152621,No,12.56004,13,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,-1.0640336686435992,220.1323,-1.0644828213886979,4,3,2,3,4,3,3,4
3609,6c55a25d-1ce7-4080-9675-f0c248960614,93ee4484539645f754da7ff093eb7f82,94,Rural,0,49,0.38056211112017835,No,9.678927,12,3,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,-0.684118283662906,149.9447,-0.624851820885858,4,4,5,2,5,4,2,2
3610,1f0837a4-133b-4064-9838-5e31e8356815,5d06b14269dda5ba139c850e7571c5cc,39859,Urban,1,41,-0.7645754799305897,No,13.14072,12,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Bank Transfer(automatic),-0.8924907246471271,179.9656,-1.0015475517500017,4,5,3,3,3,4,2,3
3611,cd23a97e-7191-496a-b540-0adb42beb2ed,ad09651dcff366834707afb8576770fc,15119,Urban,2,48,0.9734938643974589,Yes,10.36244,14,1,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,-0.8826592991946534,192.4885,-0.9869059152591598,2,2,2,4,2,5,4,6
3612,1c9ad717-312c-4b8d-b1f5-6580d04fef26,13733964721d5a3cbfb912d15f7f505e,14580,Rural,3,52,0.8256739798662722,Yes,8.048411,12,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,-0.9521621749208066,222.65,-0.8604375764131671,3,4,4,2,4,3,3,3
3613,ba8c0bd5-a8f8-4aef-8643-2bf784f63e90,f3e17129bdb630d4bd1b299fd207c9ca,1121,Suburban,10,38,0.9400743641732667,No,1.516497,14,2,1,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,-1.195642214135848,132.466,-0.9496370203146969,3,3,4,5,2,5,4,4
3614,c0c76041-67f1-4936-b6b4-fbcc55664d69,bddeb26b3a49cb59b2cb2fbb2821d6f3,14863,Urban,3,88,0.15714637944356438,Yes,9.252428,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Electronic Check,-1.2161677162739504,162.4526,-1.3133479851272514,2,2,2,3,3,3,3,4
3615,00f8290b-420e-4785-b8cf-f15f3baa13e8,3948cc20e6cfed013f89c49cb7272bac,4390,Urban,4,41,0.23563635147841663,Yes,11.48758,10,0,0,No,Two Year,No,No,DSL,No,Yes,No,No,No,No,Yes,No,No,Electronic Check,-1.2541410865277232,149.9447,-1.1001331639207965,3,3,2,4,4,2,4,3
3616,0cbe7d11-1688-41a8-963b-fa6b094f1a12,36dc977825e2b3f062c05270325f64ac,2371,Rural,0,64,-0.4869756732656004,Yes,9.27668,9,1,0,No,One year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,-0.7848427426194257,232.6415,-0.7872479251081108,4,5,4,5,2,5,5,3
3617,8111adcd-8597-4b00-b925-10c6b0908571,1251d22923a0c0c16a95f3477ae1b3e1,17694,Rural,1,51,-0.4056727863155513,No,10.94208,9,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Mailed Check,-1.138745013921761,139.9568,-1.2522582160848237,3,3,4,2,4,1,2,4
3618,a5ed0086-aab9-45b8-9be5-8a8ff3916096,ed666e750c829af704060313b3363826,16525,Rural,4,19,0.8837472678999024,No,14.06211,11,0,0,No,Two Year,No,No,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),-1.0842972742543189,104.9643,-1.0031613739462824,2,1,1,6,3,4,4,5
3619,24c7b538-c14d-4dc4-b14b-134259bd3a13,18afa97b5815eda0ae9348662e9ce825,19097,Suburban,1,56,-0.9072298426949139,No,11.16205,15,0,0,No,Two Year,Yes,No,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),-1.259746088222635,149.989,-1.3633397377051173,4,3,5,6,2,6,3,4
3620,7d1152a2-ffc2-4f40-933e-33cc57926f8d,0b211c11a1cc18d112177cd4725199f7,1187,Urban,3,64,0.36202495927358813,Yes,5.523528,8,2,0,No,One year,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),-1.191251693767122,200.1323,-0.9822179761337555,4,4,5,3,4,4,3,3
3621,9b2d1bdb-02a8-4946-b29b-fdbdc4b123c7,c0422c55c2cdb249f61e0d0f0e854a9e,5107,Urban,0,50,-0.2702890213312775,No,8.802883,13,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Mailed Check,-1.092492612245262,184.9853,-1.1255622759296227,3,4,3,4,3,4,4,4
3622,4418b53d-f8cf-4298-b7bc-d1859fea27e7,322fc0224ccfb0043e586b3590c83bc4,221,Urban,0,80,-0.8267365730861905,No,8.43273,17,1,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,No,Electronic Check,-0.9451530674681857,137.4686,-1.1645109438532162,3,2,3,2,3,4,2,4
3623,d90a80e5-8abd-41f2-9a11-75dc8193bb73,73c9cafe357b3ee8bf0d2f681c904804,36455,Suburban,2,19,0.6042140255166009,Yes,12.18916,7,2,0,Yes,Month-to-month,No,No,,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Electronic Check,-0.7241716229005036,172.4848,-0.7197105946333836,3,3,4,4,3,3,3,1
3624,7d380cd8-85f3-4dd9-8235-9291e6be9128,1f0639d6a0913c9ce9f8367bebcdde20,46875,Suburban,5,45,-0.4870536915814529,No,12.1069,15,1,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,-1.1598478608088918,152.4624,-0.9856745662979914,4,4,4,3,3,3,6,5
3625,c89bf5f4-233a-46da-a678-5f59c350dde9,7562f0503b8a96bd05c9ca2872afce18,1868,Rural,2,76,-0.7651240905425173,Yes,10.52034,11,3,0,No,Month-to-month,Yes,No,,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),-0.7924477639466988,175.1331,-0.8470935482442534,3,3,3,6,2,4,4,4
3626,fe5241a3-4d56-43c9-86db-f5411a7a1438,ab57a1ce5b62810547bb9d931fe4a0ee,76,Urban,0,84,-1.0581796802066257,Yes,4.199369,9,1,2,No,Month-to-month,Yes,Yes,,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),-0.515539743623453,220.1615,-0.540830699172561,5,5,4,3,4,4,4,3
3627,4b709b83-5eeb-4abb-8a91-74f5dab56dd1,c8e027ebfbf979b27bb635442db62522,4941,Urban,4,30,-0.13767136027268853,Yes,2.924418,15,3,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,Mailed Check,-1.019638519900419,149.9741,-0.8471817965840407,3,4,4,4,3,4,6,2
3628,cf5f2867-37d8-4566-ab65-476a5d00a4ec,1a226d79ca8944f618014b15fce93704,2491,Rural,9,55,-0.1458767593281372,No,11.95533,11,0,0,Yes,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Mailed Check,-1.1904603313360056,144.9607,-1.2879293587724392,3,3,4,3,4,2,5,3
3629,cf2d2aff-9ad8-414f-b9c8-72fbf710f758,42f8c94a5f3df096487d4f73690ad263,427,Rural,7,73,0.3672071485897465,No,11.09081,12,1,0,No,Two Year,Yes,No,,Yes,Yes,Yes,No,No,No,Yes,No,No,Mailed Check,-0.866189884069083,139.9861,-0.8975782502115965,4,5,4,3,4,4,5,5
3630,3d6987c2-c3ac-4358-af6c-d7ed3dcdfc84,93d316e14f76a307bbaca6217cdb641c,36312,Urban,2,33,-0.43361079059367774,Yes,0.2322795,9,0,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),-1.030393182613032,212.6415,-0.7667933365790389,4,2,3,3,5,3,2,4
3631,a5ef40fa-5cf0-4b3b-8beb-fc321ab73baf,8b9815a32fd290e4d09f10ce53360148,2405,Rural,0,44,-0.41796563586426205,No,9.168597,14,1,1,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Electronic Check,-1.019554297002732,139.9875,-0.9654893846348863,3,3,3,1,4,3,4,5
3632,4efabc53-41f5-4ecb-994b-e1425b50c284,fb256bc45aa9d1685d7d3d868c1db692,23512,Suburban,3,74,0.12994600287895394,Yes,13.65097,10,0,1,No,One year,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,-0.5686311807404949,235.1555,-0.3125613414423288,4,4,4,3,3,4,4,4
3633,5658bcf4-41db-4138-a146-8b31e3c00e95,3f0a2a04b411ff49e0f7f77d6f4bc541,2623,Urban,0,64,0.2972204637254162,No,10.77322,19,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),-0.6477655329024762,159.965,-0.773381579746618,1,2,2,4,2,2,3,3
3634,9e0c180e-4a04-4491-ae7a-85c7256835ce,c35cd166b8210418bc0c65e38ca382c2,33328,Urban,4,46,0.0407958918689618,Yes,3.977098,14,2,0,No,Two Year,No,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,-1.2575924100212117,245.1612,-1.1012244343448803,5,5,3,5,3,4,3,3
3635,412355bb-0602-4303-b099-ecc9c4bed038,9d00078efc5dec61aea0763943f195f9,16079,Suburban,6,19,0.517919384866816,Yes,9.078472,14,1,0,No,One year,No,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,-1.1971331901207625,152.4742,-0.9748216807750244,3,3,4,2,6,1,2,2
3636,009df495-7689-49be-a0b3-c74b764e7dce,dec257ccf49a82aca84ce271c40d28bb,1578,Urban,3,88,-0.33851639317313037,No,11.14141,15,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Mailed Check,-1.175520770120281,137.4392,-1.3504745803045275,4,4,4,2,4,2,3,4
3637,dcfc09ca-1934-4deb-aa34-f1fb7e46b3f5,d1cb883378ca84445d6cad6f21966e0b,7011,Suburban,1,59,-0.5674753261910753,Yes,10.1896,11,0,0,Yes,Month-to-month,Yes,No,,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),-1.2637390175166503,210.1518,-1.2209756896163562,4,5,4,5,2,6,3,5
3638,6c3ea35e-560f-4047-9207-0bd282d95c2a,cf7923e96b7ac184ffb053ba924f4024,40837,Suburban,3,60,-0.8748635897347327,No,10.21358,14,2,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,-0.9103764610651851,179.9476,-1.0291858106767038,4,4,4,3,2,3,3,5
3639,6c09fb13-472a-4ac8-b8b7-96f1523e7954,0657d67fb590abc15706264296e80c35,1785,Suburban,1,41,-0.420344485240351,Yes,9.577273,10,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Credit Card (automatic),-1.1690870786480394,204.9797,-1.206762004008239,4,3,2,3,3,2,4,3
3640,245546e3-0536-48cf-9505-89fcabb53f51,74ed6de2b22a1e2b78a120d16b72ee57,18301,Urban,4,66,0.11201242909409664,No,7.92766,8,3,0,No,Two Year,Yes,No,,Yes,No,Yes,No,No,No,No,Yes,No,Credit Card (automatic),-0.42528509472333753,117.4835,-0.5039944333862374,4,4,4,1,3,4,5,4
3641,c555e61d-c01c-41c1-9e8a-29efe0705ff2,acc8309ad1236d77c8a73ac245797b5e,188,Suburban,0,56,-0.5602568588311629,Yes,14.56157,15,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,-1.0863981949603345,179.9794,-1.2310672717921611,3,4,4,4,4,3,3,3
3642,61b49d68-3e76-4e60-b7cd-1f0851ed224b,3af8458a38ed0fe82eb4182201937161,11850,Rural,2,24,-0.5321986354208817,No,14.69987,11,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,No,Electronic Check,-1.1682061986601988,137.4872,-1.3099509971775352,4,4,4,4,2,4,4,2
3643,54ca346e-c13a-47d7-9d71-1e188b5fc379,6d18d5625cc97382f681d718a5904e80,3195,Urban,4,44,-0.35855610685730094,No,15.15798,11,1,0,No,One year,Yes,No,,Yes,No,Yes,No,Yes,No,Yes,No,No,Electronic Check,-1.2244681910657778,120.0035,-1.2239868288281879,4,3,3,3,4,3,3,2
3644,93db95bf-eaee-4832-bf0c-608cfdee4415,1e2e61d3a403ce0cffd767f843297aca,21765,Rural,3,28,0.28538756761152784,Yes,11.04991,16,1,1,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),-0.8648783213875482,162.4713,-0.8899770180259512,3,3,3,4,3,5,4,3
3645,abd91001-8dda-468f-985e-86380f73d984,5a5f776d6a3d24db087b7c9623a3602e,4988,Suburban,0,52,-0.6002930214970766,No,12.2544,7,0,0,No,One year,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),-1.14376208154957,149.9378,-1.093284685831335,4,5,4,3,4,5,4,3
3646,925b5c99-044a-4e23-8ae1-9b9ad2adffb9,51be0f1350725ec897eefdd2f158023a,733,Suburban,4,19,-0.9860290509635097,No,13.54895,10,0,1,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,-0.6167913993441191,117.4392,-0.4896615331439981,3,3,4,4,3,3,4,2
3647,ca445e20-004f-48b3-b37c-dee9d2fc89bc,2d983451147ea8666166b3418978e1ed,25901,Rural,3,37,-0.7776485126378269,No,12.14678,11,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Mailed Check,-1.019409223345109,147.4738,-1.1268042114058037,4,3,2,2,5,3,3,3
3648,a6715518-a60b-4532-af51-46c91960027b,cc201a29f953ada2b1514a23803c6115,2216,Rural,2,21,1.1152120073715515,Yes,11.303,11,1,1,No,Month-to-month,No,No,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,-0.5164160096941325,177.6508,-0.43494248235809785,2,3,3,3,4,3,1,3
3649,78ac960c-9a78-42cc-95df-d61245b28973,5923aebb47f50bc1be48426140a3f890,68676,Urban,0,75,-0.6647843798957127,No,7.908634,8,0,1,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Credit Card (automatic),-0.971435603653558,162.4689,-1.113371474707356,5,5,5,4,3,4,5,3
3650,e85328f1-d4e8-4c6f-b9ce-01231875ad67,c305af5d4a4351bf47e4e2dff6f214f1,37878,Rural,2,51,-1.3739949857484948,No,6.742667,14,1,1,No,Month-to-month,No,No,,No,No,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,-0.8947999523672687,127.5067,-0.9987146893869107,4,5,4,2,3,5,3,5
3651,23077a3b-8473-4aff-a493-5514fe61f8ee,49db65324eacb8a47ce3d716a9cc471f,266,Urban,1,69,-1.1491830808468266,Yes,5.864437,14,0,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,Electronic Check,-0.8372001130799338,152.4579,-0.7219662067122506,4,4,5,5,3,3,4,2
3652,3115249f-6999-4a9b-91fe-930194cc1c2c,73c1559c223a08a8f78a211b521553b8,360,Rural,7,43,-0.8792932569316213,Yes,9.70902,11,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,Credit Card (automatic),-1.0056648935880703,147.4783,-1.0804634759566036,5,4,4,2,4,3,2,3
3653,6ff6d916-ce75-4ec7-8529-db322a2e9997,b2d32a788c99df621efbc4f61a610774,900,Suburban,0,62,-1.2032944569499757,No,7.912433,11,1,0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,-0.4073585137927056,157.4836,-0.5721679047954318,5,5,5,2,4,4,3,3
3654,65bf156d-5528-4825-88f4-010321a02506,357bedb99485d803f7c27c9c910e071f,612,Suburban,10,23,-0.9725538693009228,No,7.258759,12,2,0,Yes,One year,No,No,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Bank Transfer(automatic),-1.245301123798984,107.4958,-1.0128667994927336,3,3,3,5,3,4,3,3
3655,28b43e21-f4c1-4272-ad69-ab53ffaef236,e0674953aa379427676d81e4dc6b9fca,141,Urban,0,72,-0.3583199241374925,No,7.204886,14,1,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,Electronic Check,-1.1228307059772624,120.0049,-1.1038590265001762,4,3,2,3,4,3,3,4
3656,9717b7aa-132e-4f73-aafd-c8cce2c73c3d,a1a49380b4a911c36c1e2299426a593e,45763,Rural,2,22,0.2547795637876987,No,11.70459,14,0,0,No,Two Year,Yes,No,,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,-0.2350347588641986,114.9658,-0.3119379115563837,4,5,3,4,4,4,3,5
3657,f9a5c2dd-a9f5-4226-982f-1f12075bce6a,7efc69f0da7d08a0fca3a9601298a2db,1283,Urban,0,36,0.006250800124241215,No,12.38875,13,4,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),-0.9971010473281282,140.0049,-1.1520682496549992,4,4,4,4,2,3,4,3
3658,755a4cdb-e224-4600-9999-7da8124b9a84,a9606ad1f10dc07b619495a1374060f5,12275,Rural,0,71,-0.9799255362628733,No,14.81462,11,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Bank Transfer(automatic),-0.906692891134923,159.9794,-0.8861719082644591,6,5,4,5,2,6,4,4
3659,eb8c09e5-d650-44a9-a9cb-00cbe63bf7a6,72dfeb9d44561fb71838f2376d0ef45a,4654,Suburban,1,63,-0.7885622111394877,Yes,11.75305,10,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Mailed Check,-1.2167355684557049,169.9928,-1.3977437268754025,5,5,5,7,1,5,6,6
3660,9a98448b-9124-44c8-b171-ed3aff2efe3a,c6caca13b46797f8b4fc0be38a240a1a,3708,Urban,6,74,1.1722572267794686,No,13.29232,14,0,1,No,One year,Yes,No,,Yes,No,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),-1.104632773770967,129.995,-1.1759775113028947,3,3,2,2,5,4,4,4
3661,23029f7c-052e-44ce-a8af-b127b10afb8a,22261a69512541fe104481037e3cb19d,907,Urban,7,63,-0.5883434525381177,No,9.369939,8,1,0,No,Month-to-month,No,No,,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,-1.2567648926326689,105.011,-1.3481751529540154,3,2,3,3,4,3,1,3
3662,731e0c6c-853d-4dec-9b29-80d5560aacba,d2bc93a6ccf7199c3e3442eac7b2333d,207,Urban,0,67,4.013190292342234,Yes,10.58648,14,3,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Mailed Check,-0.7495277450303143,164.9715,-0.6803180585520114,3,4,4,3,5,3,2,4
3663,8acbf921-a421-42dd-99e0-a1029ed35486,8073752f0dcf5bcb5e4b05c5f372d54a,1871,Suburban,0,36,0.39081761873900955,No,5.274854,16,2,1,No,Two Year,No,No,,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),-1.0083535592662234,127.5112,-1.1692633469769966,1,2,2,5,3,3,4,4
3664,a2d4efae-ae0e-4207-b8df-338ead5ddf8b,eae5f08be1842471b3f7745e3b6a828c,423,Suburban,1,84,-0.3324185525318287,Yes,7.860547,13,3,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Electronic Check,-0.953207643166722,162.4833,-0.9026230876276394,5,5,5,3,2,5,5,4
3665,c8b47cb4-2a24-4a01-aa14-3d0bf0d66bbc,d220885cf4dc2008506ac72bb0a41529,17058,Urban,1,24,-0.3465629185672062,No,10.4704,12,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Electronic Check,-1.1332362615643492,182.497,-1.1433347210561655,3,3,3,4,5,2,4,3
3666,ec9e9744-627a-4a63-b56b-79e7530f00d4,eed431ef46d2008535b4dca631a04184,259,Rural,3,88,0.5484181630484514,No,11.07053,18,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,No,Mailed Check,-1.1439513656101545,147.4601,-1.3637926083019267,4,5,4,3,4,4,5,3
3667,8712d074-e9e5-4cec-9cbc-1a6ac91e23f1,02ea79573bd042d2bea5d5f1f4ae6f95,23980,Urban,0,39,-0.7695218411556479,No,12.86633,14,0,1,No,Month-to-month,Yes,Yes,,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),-1.0835117359481434,114.9838,-1.2349557237655246,2,2,2,3,5,3,1,2
3668,465f8c40-ff8e-4288-a01c-d574f9758d9c,d4665210028b6000ed9622bdf816d76d,1697,Urban,3,27,0.7248480732602223,No,14.88587,18,0,1,No,Month-to-month,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,-1.128974893057141,112.4844,-1.2694838375876778,4,3,3,4,3,4,3,5
3669,58385842-f959-49f8-b4d8-286a79ce206b,7334e5698365e5e0e3b53ec31c5aeeef,1238,Urban,2,23,-0.27715995255693726,No,10.94084,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Yes,Credit Card (automatic),-1.195606134816408,137.4686,-1.2991332742057622,3,4,4,5,2,5,4,4
3670,22c2e2c8-38ba-4b48-ac1d-6ae69ad3410e,3b27565c232af29394a6652b121e8940,3006,Urban,2,57,-1.0540078280807592,No,11.06462,12,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Credit Card (automatic),-1.0071109784281467,142.5007,-0.8954305021977418,4,5,4,4,4,3,3,4
3671,b4088c2c-3587-4602-a3e5-419dd266f5a7,801266c308687fe8a7ba42e747128ae0,764,Rural,7,59,-0.05859093143831502,No,10.34109,10,0,0,No,One year,No,No,,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Electronic Check,-1.1122726642099003,117.5152,-1.1234626361866278,4,4,4,5,2,5,5,4
3672,06d2cafd-82d0-4725-ae1c-738f9052f2e4,e8b4a43272324fbf21ed07fde8b341aa,4555,Urban,4,35,-0.37689147496879943,No,7.449366,13,0,0,No,Two Year,Yes,No,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Credit Card (automatic),-1.1578324488463292,172.4848,-1.107853182767761,4,3,3,3,3,3,4,5
3673,f0aec99c-7a9b-49f8-b34a-b7d1493b2564,6eab69afd3ff6e53fe0b193a885d3a7e,8878,Rural,0,77,-0.6862929656901636,Yes,8.80106,12,1,0,Yes,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,No,Yes,No,No,Credit Card (automatic),-1.1130161477957219,117.4392,-1.1035022702569695,4,3,4,2,4,3,3,4
3674,7d35035d-91d9-418b-9f5c-8070325e8524,8224ffd3195bf713036a63d386e48853,18518,Urban,1,28,-0.7409969263650846,No,3.681734,14,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Mailed Check,-1.2195971803894134,149.9598,-1.3144483326293355,3,4,3,4,2,4,3,4
3675,9bafe018-debd-4147-b2da-fc82f11b1183,802f90f53068420e9cd3e343408b1836,187,Suburban,2,72,0.45125628025780873,No,4.033514,13,1,1,No,Month-to-month,Yes,No,,No,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-0.8783422611295668,112.4844,-1.1025907470830525,3,2,4,3,3,4,3,4
3676,467fa3f6-2138-4cbb-808a-c9570de28f18,d5253bd272eb114a2fe02c5864f26997,25134,Urban,0,78,-0.7610462150243825,No,11.63789,9,1,0,No,Month-to-month,Yes,No,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,-0.031990635821195455,129.9926,-0.224083185934265,5,4,3,3,3,3,3,3
